,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,city,statezip
1171,1075000.0,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,45,29,800504.1475768297,98008
1172,245000.0,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,54,10,289887.70398969593,98003
1173,319950.0,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,72,0,556957.0433985672,98178
1174,337000.0,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,70,0,556957.0433985672,98125
1175,492000.0,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,114,38,556957.0433985672,98107
1176,1170000.0,3.0,2.75,2890,12130,2.0,0,3,4,2830,60,34,0,627816.9280368324,98033
1177,348580.0,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,55,58,627816.9280368324,98034
1178,180000.0,2.0,1.0,1400,4500,1.0,0,0,3,900,500,99,13,377040.96632902045,98057
1179,400000.0,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,79,22,556957.0433985672,98136
1180,295000.0,4.0,2.0,980,10640,1.0,0,0,5,980,0,43,0,399565.70666666003,98045
1181,910000.0,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,58,21,660759.1481777306,98052
1182,1150000.0,6.0,4.5,6040,219542,2.0,0,0,3,4100,1940,25,0,596163.7474747486,98029
1183,431500.0,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,13,0,556957.0433985672,98136
1184,180000.0,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,59,18,245290.62068965516,98168
1185,677000.0,3.0,2.0,2000,3207,1.0,0,0,4,1100,900,105,0,556957.0433985672,98103
1186,1180500.0,3.0,1.75,1610,7200,1.0,0,0,3,1090,520,48,8,556957.0433985672,98112
1187,635700.0,4.0,2.5,3240,13978,1.0,0,0,3,1860,1380,44,17,677072.282288299,98074
1188,482000.0,5.0,2.25,2230,9600,1.0,0,0,3,1320,910,43,0,609565.0217391305,98077
1189,168000.0,2.0,2.5,1160,2174,2.0,0,0,3,1160,0,23,15,556957.0433985672,98106
1190,805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,71,0,556957.0433985672,98107
1191,398000.0,2.0,1.0,590,10945,1.5,0,0,3,590,0,38,12,339605.55555555556,98010
1192,665000.0,4.0,2.5,2600,17388,2.0,0,0,3,2600,0,25,0,666046.696969697,98059
1193,592500.0,4.0,3.0,2170,8240,1.0,0,0,4,1370,800,53,0,660759.1481777306,98052
1194,940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,109,21,556957.0433985672,98107
1195,655000.0,4.0,2.5,2860,12394,2.0,0,0,3,2860,0,22,0,677072.282288299,98075
1196,622500.0,4.0,2.5,2980,8107,2.0,0,0,3,2980,0,21,0,536305.2957746478,98065
1197,380000.0,2.0,2.5,1230,987,2.0,0,0,3,1060,170,10,0,556957.0433985672,98144
1198,648360.0,4.0,1.75,2260,7005,1.0,0,1,4,1130,1130,74,33,627816.9280368324,98033
1199,432000.0,3.0,2.75,2200,14925,1.0,0,0,3,1100,1100,39,0,660759.1481777306,98053
1200,1050000.0,4.0,2.5,3030,12590,1.5,0,0,4,3030,0,33,0,800504.1475768297,98004
1201,353250.0,2.0,1.0,1060,1600,2.0,0,0,3,1060,0,42,7,556957.0433985672,98144
1202,1000000.0,4.0,3.0,4260,18687,2.0,0,0,3,4260,0,25,0,677072.282288299,98075
1203,320000.0,3.0,2.25,998,844,2.0,0,0,3,798,200,14,0,556957.0433985672,98117
1204,349900.0,4.0,2.5,2052,3723,2.0,0,0,3,2052,0,7,0,289887.70398969593,98003
1205,330000.0,4.0,3.5,3150,6202,2.0,0,0,3,3150,0,16,0,297370.12097782607,98042
1206,408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,15,0,245290.62068965516,98188
1207,321000.0,3.0,2.25,1347,1292,3.0,0,0,3,1347,0,11,0,556957.0433985672,98125
1208,1051000.0,4.0,3.75,3860,5474,2.5,0,0,3,3860,0,14,0,596163.7474747486,98029
1209,2150000.0,4.0,5.5,5060,10320,2.0,0,0,3,5060,0,13,0,800504.1475768297,98004
1210,359000.0,3.0,1.5,1360,885,3.0,0,0,3,1360,0,13,0,556957.0433985672,98103
1211,300000.0,5.0,2.5,2760,6000,2.0,0,0,3,2760,0,15,0,556957.0433985672,98108
1212,380000.0,5.0,3.5,2420,4670,2.0,0,0,3,2420,0,8,98,556957.0433985672,98118
1213,660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,11,0,660759.1481777306,98053
1214,355000.0,3.0,2.25,1280,959,3.0,0,0,3,1280,0,16,0,556957.0433985672,98103
1215,259000.0,3.0,2.5,1550,3569,2.0,0,0,3,1550,0,10,0,299340.44276556815,98002
1216,353000.0,1.0,1.0,550,1279,2.0,0,0,3,550,0,13,0,556957.0433985672,98122
1217,430000.0,2.0,2.5,1520,1588,2.0,0,0,3,1240,280,14,0,556957.0433985672,98144
1218,460000.0,3.0,1.0,1670,4005,1.5,0,0,4,1170,500,82,32,556957.0433985672,98117
1219,80000.0,1.0,0.75,430,5050,1.0,0,0,2,430,0,109,0,508751.95454545453,98014
1220,782000.0,4.0,2.5,2380,9614,2.0,0,0,4,2380,0,30,0,800504.1475768297,98006
1221,218000.0,3.0,1.0,960,9633,1.0,0,0,5,960,0,39,0,307614.58333332144,98022
1222,325000.0,3.0,1.0,1920,6862,1.0,0,2,3,1120,800,69,13,556957.0433985672,98118
1223,980000.0,4.0,3.0,3680,5854,1.0,0,3,3,2060,1620,54,10,556957.0433985672,98199
1224,902000.0,4.0,2.25,2530,9200,1.0,0,0,5,1570,960,45,0,800504.1475768297,98006
1225,556000.0,5.0,2.5,3840,16905,2.0,0,0,3,3840,0,30,0,289887.70398969593,98023
1226,662990.0,3.0,1.75,1240,3600,1.5,0,0,5,1240,0,95,0,556957.0433985672,98116
1227,225000.0,2.0,1.0,1300,11867,1.5,0,0,4,1300,0,46,0,514071.4285714286,98051
1228,439950.0,4.0,2.5,2380,12067,2.0,0,0,3,2380,0,19,0,377040.96632902045,98059
1229,175000.0,2.0,1.0,1300,44431,1.0,0,0,5,1300,0,63,0,299340.44276556815,98001
1230,306000.0,2.0,1.0,780,13500,1.0,0,0,4,780,0,75,32,609565.0217391305,98077
1231,235000.0,4.0,2.5,1810,39639,1.0,0,0,3,1230,580,51,7,297370.12097782607,98042
1232,399500.0,3.0,1.75,2420,12676,2.0,0,0,3,2420,0,110,35,399565.70666666003,98045
1233,478000.0,3.0,1.0,1280,2580,1.5,0,0,3,1280,0,111,7,556957.0433985672,98115
1234,515000.0,2.0,1.0,1680,6500,1.0,0,0,4,1140,540,80,23,556957.0433985672,98136
1235,550000.0,3.0,2.5,2510,5400,2.0,0,0,3,2510,0,29,0,377040.96632902045,98056
1236,149000.0,3.0,1.0,1700,8645,1.0,0,0,3,1700,0,66,16,556957.0433985672,98146
1237,526000.0,3.0,1.75,1680,3420,1.0,0,0,3,960,720,29,0,556957.0433985672,98115
1238,527550.0,1.0,0.75,820,59677,1.0,0,0,3,820,0,22,0,536305.2957746478,98065
1239,1050000.0,3.0,4.0,4380,42769,2.0,0,0,5,4380,0,38,0,660759.1481777306,98052
1240,625000.0,3.0,2.5,2600,10092,1.0,0,0,3,2600,0,37,0,677072.282288299,98074
1241,950000.0,5.0,3.25,3400,7452,2.0,0,0,3,3400,0,22,0,800504.1475768297,98007
1242,377691.0,5.0,1.75,2120,8399,1.0,0,0,4,1320,800,79,39,420392.3640469756,98133
1243,648475.0,4.0,2.75,2250,5700,1.0,0,0,3,1200,1050,70,27,556957.0433985672,98109
1244,383000.0,3.0,1.0,1800,5612,1.0,0,0,4,1200,600,79,39,556957.0433985672,98126
1245,535000.0,3.0,2.5,2210,7620,2.0,0,0,3,2210,0,27,0,660759.1481777306,98052
1246,449950.0,3.0,2.0,1560,4080,2.0,0,0,3,1560,0,98,39,556957.0433985672,98115
1247,465425.0,4.0,2.75,2430,20720,1.0,0,0,3,2430,0,54,10,609565.0217391305,98072
1248,675000.0,4.0,2.5,2560,36601,2.0,0,0,4,2560,0,34,0,677072.282288299,98075
1249,599000.0,3.0,2.75,1960,2500,1.5,0,0,5,1410,550,95,0,556957.0433985672,98103
1250,416000.0,3.0,1.5,1110,9762,1.0,0,0,4,1110,0,58,0,660759.1481777306,98052
1251,595000.0,2.0,1.5,1030,4500,1.0,0,0,3,830,200,97,10,556957.0433985672,98109
1252,200000.0,4.0,1.0,1350,11507,1.0,0,0,3,1350,0,55,58,377040.96632902045,98055
1253,402000.0,3.0,2.0,1540,1827,2.0,0,0,3,1540,0,16,0,596163.7474747486,98029
1254,433000.0,4.0,1.75,1830,9600,1.0,0,0,4,1010,820,55,0,800504.1475768297,98006
1255,275000.0,4.0,1.5,1930,15531,2.0,0,0,3,1930,0,42,7,289887.70398969593,98003
1256,410000.0,3.0,2.0,1650,9641,1.5,0,0,3,1650,0,38,12,627816.9280368324,98034
1257,554820.0,4.0,2.0,3510,12905,1.0,0,2,3,2210,1300,56,39,348947.2484985,98166
1258,1325000.0,4.0,3.0,3370,7920,1.0,0,3,3,1860,1510,33,21,556957.0433985672,98117
1259,735000.0,3.0,2.5,2390,9157,2.0,0,0,3,2390,0,37,0,660759.1481777306,98052
1260,607000.0,3.0,1.0,1230,8114,1.0,0,0,4,1230,0,70,22,800504.1475768297,98004
1261,549900.0,4.0,3.0,2830,213879,2.0,0,0,4,2830,0,34,0,299340.44276556815,98092
1262,258000.0,3.0,1.75,1620,7540,1.0,0,0,3,1310,310,33,21,336474.9118055521,98038
1263,661254.0,4.0,4.0,2290,6250,1.5,0,0,5,1690,600,81,0,556957.0433985672,98116
1264,945000.0,4.0,2.0,2840,13367,1.0,0,0,3,1420,1420,69,13,926822.2222222222,98004
1265,799950.0,4.0,3.5,4220,196817,2.0,0,0,3,4220,0,28,0,299340.44276556815,98092
1266,132500.0,3.0,1.0,1080,10500,1.0,0,0,3,1080,0,54,10,299340.44276556815,98001
1267,467100.0,3.0,1.75,1620,8645,1.0,0,0,3,1190,430,48,8,660759.1481777306,98052
1268,1610000.0,4.0,3.5,4390,11600,2.0,0,3,3,3060,1330,31,12,1010374.806584358,98040
1269,641000.0,3.0,1.75,1620,3975,1.0,0,0,5,940,680,95,0,556957.0433985672,98117
1270,350000.0,3.0,1.0,1010,11244,1.0,0,0,4,1010,0,74,33,420392.3640469756,98155
1271,335000.0,4.0,2.5,1750,8476,1.0,0,0,4,1240,510,38,0,377040.96632902045,98058
1272,900000.0,3.0,3.5,4080,217697,1.5,0,3,3,4080,0,21,0,299340.44276556815,98092
1273,440000.0,4.0,2.5,2560,10400,1.0,0,0,4,1280,1280,56,0,596163.7474747486,98027
1274,464600.0,3.0,1.75,1120,5500,1.5,0,0,4,1120,0,96,53,556957.0433985672,98136
1275,1200000.0,4.0,3.5,4740,172497,2.0,0,0,3,4740,0,18,0,660759.1481777306,98053
1276,300000.0,2.0,1.0,1340,7788,1.0,0,2,3,1340,0,74,9,556957.0433985672,98178
1277,670500.0,4.0,2.0,1590,6750,1.0,0,0,3,1590,0,70,27,556957.0433985672,98102
1278,552000.0,3.0,1.0,1430,5000,1.0,0,0,4,1080,350,102,36,556957.0433985672,98115
1279,244000.0,4.0,1.0,1450,8960,1.0,0,0,3,1450,0,78,19,556957.0433985672,98146
1280,788600.0,4.0,2.75,3500,7200,2.0,0,0,3,3500,0,16,0,660759.1481777306,98053
1281,445000.0,3.0,2.0,1630,8702,1.0,0,0,3,1630,0,34,21,377040.96632902045,98056
1282,530000.0,4.0,1.75,1814,5000,1.0,0,0,4,944,870,70,22,556957.0433985672,98115
1283,90000.0,2.0,1.0,580,7500,1.0,0,0,3,580,0,78,19,556957.0433985672,98178
1284,585000.0,3.0,2.0,1670,4572,1.5,0,0,3,1670,0,90,0,556957.0433985672,98117
1285,498000.0,2.0,2.0,1140,8282,1.0,0,0,3,1140,0,97,12,627816.9280368324,98033
1286,379000.0,2.0,1.0,800,6380,1.0,0,2,3,800,0,81,25,556957.0433985672,98115
1287,462000.0,3.0,1.75,1300,2580,1.0,0,0,5,820,480,102,87,556957.0433985672,98115
1288,388000.0,4.0,2.5,2440,7155,2.0,0,0,3,2440,0,28,0,377040.96632902045,98058
1289,255000.0,3.0,2.0,1490,8371,1.5,0,0,3,1490,0,37,0,297370.12097782607,98031
1290,665000.0,3.0,2.75,1800,9550,1.0,0,0,4,1320,480,55,0,800504.1475768297,98006
1291,550000.0,3.0,2.0,1830,9152,1.0,0,0,5,1830,0,62,0,800504.1475768297,98006
1292,606000.0,3.0,1.0,1500,3920,1.0,0,0,3,1000,500,74,9,556957.0433985672,98107
1293,334000.0,4.0,2.5,2210,6080,1.0,0,2,4,1410,800,56,0,556957.0433985672,98178
1294,360000.0,3.0,2.0,1270,1323,3.0,0,0,3,1270,0,15,0,556957.0433985672,98103
1295,235000.0,2.0,1.0,1140,1730,1.5,0,0,3,1010,130,14,0,556957.0433985672,98126
1296,580000.0,3.0,2.5,1620,1173,3.0,0,4,3,1470,150,13,0,556957.0433985672,98103
1297,355000.0,3.0,2.0,1220,1186,3.0,0,0,3,1220,0,14,0,556957.0433985672,98103
1298,375000.0,2.0,2.5,750,1430,2.0,0,0,3,750,0,15,0,556957.0433985672,98122
1299,372000.0,4.0,1.75,1960,9300,1.0,0,0,5,1340,620,42,0,399565.70666666003,98045
1300,479000.0,3.0,1.0,1370,3000,1.5,0,0,3,1370,0,97,10,556957.0433985672,98103
1301,2000000.0,5.0,4.0,4580,4443,3.0,1,4,3,4580,0,17,18,677072.282288299,98075
1302,1680000.0,4.0,4.25,5584,68257,2.0,0,0,3,5584,0,23,15,508751.95454545453,98014
1303,501000.0,2.0,1.0,1010,4320,1.0,0,0,5,1010,0,97,65,556957.0433985672,98115
1304,245000.0,3.0,1.75,1260,6908,1.0,0,0,3,1260,0,27,0,336474.9118055521,98038
1305,496700.0,3.0,2.5,1740,5782,2.0,0,0,4,1740,0,32,0,596163.7474747486,98029
1306,347000.0,4.0,1.5,2670,10026,2.0,0,0,3,2670,0,25,0,299340.44276556815,98092
1307,199000.0,2.0,1.0,720,7200,1.0,0,0,5,720,0,78,0,377040.96632902045,98058
1308,440500.0,3.0,2.5,2460,4399,2.0,0,0,3,2460,0,14,0,536305.2957746478,98065
1309,820000.0,4.0,2.5,3670,7000,2.0,0,0,3,3670,0,16,0,677072.282288299,98075
1310,325000.0,4.0,3.5,2630,3435,1.5,0,3,3,1640,990,37,0,245290.62068965516,98188
1311,195000.0,3.0,1.75,1570,8459,1.0,0,0,3,1570,0,30,0,307614.58333332144,98022
1312,675000.0,3.0,3.0,2980,28000,1.0,0,0,3,1820,1160,40,8,660759.1481777306,98052
1313,295000.0,3.0,2.5,1560,4200,2.0,0,0,3,1560,0,18,0,336474.9118055521,98038
1314,355300.0,3.0,2.5,1620,7410,1.0,0,0,5,1620,0,66,0,420392.3640469756,98133
1315,276000.0,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,61,9,556957.0433985672,98106
1316,460000.0,2.0,1.5,2730,19877,1.0,0,0,4,1570,1160,45,29,403994.12698411907,98019
1317,880000.0,3.0,2.0,2130,35169,1.0,0,0,4,2130,0,32,0,609565.0217391305,98072
1318,370000.0,3.0,2.5,1780,4050,2.0,0,0,3,1780,0,20,0,420392.3640469756,98155
1319,346000.0,4.0,2.5,2100,3916,2.0,0,0,3,2100,0,12,0,377040.96632902045,98058
1320,172500.0,3.0,1.0,1140,8800,1.0,0,0,3,1140,0,49,19,299340.44276556815,98001
1321,379950.0,3.0,1.5,1690,9144,1.0,0,0,4,1140,550,65,0,447494.0404040303,98028
1322,468000.0,2.0,1.0,1160,6000,1.0,0,0,4,860,300,79,39,556957.0433985672,98115
1323,477000.0,4.0,2.75,1720,6270,2.0,0,0,3,1720,0,43,0,556957.0433985672,98118
1324,529000.0,3.0,1.0,1210,3328,1.5,0,0,4,1210,0,97,0,556957.0433985672,98107
1325,312000.0,3.0,1.5,1255,1374,3.0,0,0,3,1255,0,17,18,556957.0433985672,98125
1326,326100.0,2.0,1.0,880,7683,1.0,0,0,3,880,0,79,22,556957.0433985672,98177
1327,360000.0,3.0,1.0,1050,9206,1.5,0,0,3,1050,0,67,16,556957.0433985672,98125
1328,438000.0,3.0,1.75,1650,12940,1.0,0,0,4,1650,0,60,20,447494.0404040303,98028
1329,360000.0,3.0,1.0,1570,9467,1.0,0,0,3,1570,0,67,16,420392.3640469756,98177
1330,1050000.0,4.0,2.5,2920,7200,1.0,0,3,3,1470,1450,100,15,556957.0433985672,98144
1331,688000.0,4.0,3.0,3000,4000,1.5,0,3,3,1970,1030,108,7,556957.0433985672,98144
1332,585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,38,0,596163.7474747486,98027
1333,265000.0,3.0,2.5,1440,7741,1.0,0,0,4,1000,440,38,0,297370.12097782607,98031
1334,375000.0,3.0,1.75,1440,8775,1.0,0,0,3,1440,0,48,8,627816.9280368324,98034
1335,326500.0,3.0,1.0,1810,12375,2.0,0,0,3,1810,0,51,7,609565.0217391305,98072
1336,160000.0,2.0,1.0,1180,9350,1.0,0,0,3,1180,0,103,0,556957.0433985672,98178
1337,1570000.0,4.0,3.75,3070,5850,2.0,0,0,5,2400,670,94,0,556957.0433985672,98112
1338,735000.0,5.0,2.75,3390,5211,2.0,0,0,3,3390,0,17,18,677072.282288299,98075
1339,400000.0,2.0,1.0,1470,6120,1.0,0,0,2,1470,0,81,0,556957.0433985672,98115
1340,800000.0,4.0,2.5,2680,7200,1.0,0,0,3,1380,1300,69,8,627816.9280368324,98033
1341,949880.0,4.0,2.25,2290,10687,2.0,0,0,3,2290,0,43,0,800504.1475768297,98004
1342,405000.0,3.0,1.75,1980,8100,1.0,0,0,4,1310,670,72,36,420392.3640469756,98133
1343,399000.0,4.0,2.5,2870,9292,2.0,0,0,3,2540,330,42,7,377040.96632902045,98058
1344,730001.0,3.0,2.0,1840,4750,1.0,0,0,5,1010,830,70,0,556957.0433985672,98117
1345,1795000.0,4.0,3.25,4060,13000,2.0,0,3,3,4060,0,21,0,1010374.806584358,98040
1346,260000.0,3.0,2.0,1630,8018,1.0,0,0,3,1630,0,18,0,225233.33333333334,98047
1347,751750.0,2.0,2.0,1880,5400,1.5,0,0,3,1880,0,119,0,556957.0433985672,98112
1348,325000.0,3.0,1.75,1780,13095,1.0,0,0,4,1780,0,38,0,297370.12097782607,98042
1349,344950.0,4.0,2.0,2330,6250,1.0,0,0,4,1400,930,80,23,297370.12097782607,98030
1350,457500.0,3.0,1.75,1840,4030,1.0,0,0,5,1050,790,96,0,556957.0433985672,98108
1351,389000.0,5.0,2.0,2330,10750,1.0,0,0,4,1190,1140,59,0,447494.0404040303,98028
1352,515000.0,4.0,2.5,3200,6473,2.0,0,0,3,3200,0,16,0,377040.96632902045,98059
1353,732000.0,3.0,2.5,2330,1987,2.0,0,4,3,1410,920,17,18,556957.0433985672,98107
1354,415000.0,3.0,2.25,1950,8868,1.0,0,0,3,1350,600,57,21,420392.3640469756,98155
1355,1655000.0,4.0,3.5,3080,4815,2.0,0,3,3,2300,780,84,12,556957.0433985672,98199
1356,535000.0,2.0,1.0,1040,5527,1.0,0,0,3,1040,0,70,27,556957.0433985672,98115
1357,540000.0,4.0,4.25,1960,3565,2.0,0,0,3,1960,0,81,18,556957.0433985672,98116
1358,525000.0,5.0,3.0,2750,3800,1.5,0,0,5,1750,1000,95,0,556957.0433985672,98115
1359,570000.0,3.0,1.75,1930,36210,1.0,0,0,3,1930,0,44,17,609565.0217391305,98072
1360,569950.0,5.0,4.5,4850,40902,2.0,0,0,3,4850,0,20,0,289887.70398969593,98023
1361,283200.0,4.0,2.5,1982,6406,2.0,0,0,3,1982,0,17,18,297370.12097782607,98030
1362,1100000.0,3.0,2.75,2640,4050,1.5,0,0,5,1750,890,95,0,556957.0433985672,98112
1363,830000.0,4.0,2.5,1850,50662,1.0,0,0,3,1430,420,43,0,660759.1481777306,98052
1364,495000.0,4.0,2.25,1940,9144,1.0,0,0,4,1430,510,65,0,800504.1475768297,98007
1365,292050.0,5.0,3.0,2840,7199,1.0,0,0,3,1710,1130,18,0,308290.0689655172,98178
1366,415000.0,5.0,1.5,1900,10226,1.0,0,0,3,1130,770,60,17,627816.9280368324,98034
1367,295832.0,5.0,1.0,1410,6400,1.0,0,0,5,960,450,66,0,304992.54679803445,98198
1368,450000.0,4.0,2.5,2520,8515,2.0,0,0,3,2520,0,22,0,403994.12698411907,98019
1369,1381000.0,4.0,3.75,3160,9525,2.5,0,0,3,3160,0,24,0,1010374.806584358,98040
1370,857000.0,4.0,3.0,3720,29043,2.0,0,0,3,3720,0,30,0,627816.9280368324,98033
1371,499950.0,3.0,3.5,1820,1501,2.0,0,0,3,1430,390,7,0,556957.0433985672,98144
1372,465000.0,3.0,2.0,1560,8640,1.0,0,0,5,1560,0,54,0,627816.9280368324,98034
1373,329000.0,3.0,1.0,1600,5952,1.0,0,0,4,1150,450,57,0,556957.0433985672,98106
1374,475000.0,3.0,2.0,1230,11502,1.0,0,0,4,1230,0,37,0,660759.1481777306,98052
1375,255000.0,3.0,1.0,960,8100,1.0,0,0,3,960,0,66,16,420392.3640469756,98155
1376,435000.0,3.0,1.0,1270,4000,1.5,0,2,3,1270,0,93,67,556957.0433985672,98126
1377,685000.0,3.0,2.5,2810,7700,2.0,0,0,3,2810,0,20,0,800504.1475768297,98006
1378,715000.0,2.0,2.5,2160,5581,1.0,0,0,3,2160,0,19,0,660759.1481777306,98053
1379,780000.0,3.0,3.0,2520,2152,1.5,0,0,3,1560,960,96,15,556957.0433985672,98119
1380,345000.0,2.0,1.5,1180,844,2.0,0,0,3,990,190,16,0,556957.0433985672,98144
1381,355000.0,4.0,2.25,1810,4970,2.0,0,0,3,1810,0,18,0,377040.96632902045,98059
1382,282000.0,3.0,2.5,1680,15711,1.0,0,0,3,1240,440,27,0,297370.12097782607,98031
1383,244000.0,3.0,1.0,910,5250,1.0,0,0,4,910,0,50,0,348947.2484985,98166
1384,967500.0,3.0,3.75,3250,5797,2.0,0,2,4,2370,880,70,22,556957.0433985672,98199
1385,375000.0,3.0,1.5,2000,7294,1.0,0,0,3,1520,480,56,28,556957.0433985672,98118
1386,1600000.0,3.0,3.25,3790,19000,2.0,0,4,3,3790,0,36,0,556957.0433985672,98177
1387,527500.0,3.0,1.75,2310,78844,1.0,0,0,3,1760,550,44,17,596163.7474747486,98027
1388,994000.0,3.0,2.25,2510,6339,1.5,0,2,5,1810,700,89,19,556957.0433985672,98199
1389,313000.0,3.0,1.75,1320,6205,1.0,0,0,5,1320,0,73,36,420392.3640469756,98133
1390,587000.0,3.0,2.25,2370,217800,2.0,0,0,3,2370,0,42,7,660759.1481777306,98053
1391,304000.0,3.0,1.0,900,7500,1.0,0,0,4,900,0,49,0,627816.9280368324,98034
1392,675000.0,3.0,2.5,2540,7680,2.0,0,1,4,2540,0,81,20,556957.0433985672,98177
1393,305000.0,4.0,1.0,2100,9288,1.0,0,0,4,1050,1050,53,0,377040.96632902045,98058
1394,280000.0,3.0,1.0,1200,6250,1.0,0,0,3,920,280,78,19,556957.0433985672,98168
1395,960000.0,5.0,4.0,3720,15200,2.0,0,0,3,3720,0,16,0,677072.282288299,98075
1396,500000.0,3.0,2.25,1760,4539,2.0,0,0,3,1760,0,33,21,596163.7474747486,98029
1397,274950.0,3.0,1.75,1670,7415,1.0,0,0,3,1320,350,34,21,296230.39867109305,98042
1398,455600.0,3.0,2.5,2420,8252,2.0,0,0,3,2420,0,23,15,536305.2957746478,98065
1399,970000.0,5.0,3.0,3480,15185,2.0,0,0,4,3480,0,57,0,1010374.806584358,98040
1400,312900.0,4.0,2.5,1630,4473,2.0,0,0,3,1630,0,18,0,336474.9118055521,98038
1401,535000.0,4.0,2.5,2340,5600,2.0,0,0,3,2340,0,100,8,556957.0433985672,98146
1402,427000.0,2.0,1.0,920,3780,1.0,0,0,3,920,0,111,15,556957.0433985672,98103
1403,405000.0,2.0,1.0,910,6490,1.0,0,0,3,910,0,79,22,556957.0433985672,98115
1404,480000.0,3.0,1.0,1150,4945,1.0,0,2,3,1150,0,78,19,556957.0433985672,98126
1405,725000.0,3.0,1.5,2500,4774,1.5,0,2,3,1450,1050,81,25,556957.0433985672,98107
1406,293000.0,4.0,2.5,3250,235063,1.0,0,2,3,3250,0,48,8,299340.44276556815,98092
1407,268000.0,4.0,2.0,1930,6600,1.0,0,0,4,1030,900,54,0,348947.2484985,98168
1408,475000.0,4.0,3.5,3400,234352,2.0,0,0,3,2500,900,30,0,472556.8965517241,98070
1409,488000.0,3.0,2.5,1590,2550,3.0,0,0,3,1590,0,36,0,556957.0433985672,98117
1410,760000.0,4.0,2.5,3330,7399,2.0,0,0,3,3330,0,12,0,660759.1481777306,98052
1411,1710000.0,5.0,4.5,4590,14685,2.0,0,0,3,4590,0,12,0,627816.9280368324,98033
1412,754950.0,3.0,2.5,2610,7256,2.0,0,0,3,2610,0,7,0,627816.9280368324,98033
1413,263900.0,3.0,2.5,1658,2700,2.0,0,0,3,1658,0,7,0,304992.54679803445,98198
1414,460000.0,3.0,3.5,1600,1431,2.0,0,0,3,1240,360,15,0,556957.0433985672,98117
1415,399950.0,3.0,3.0,1296,1051,3.0,0,0,3,1296,0,12,0,556957.0433985672,98125
1416,370000.0,2.0,2.25,1280,835,2.0,0,0,3,1080,200,12,0,556957.0433985672,98118
1417,1149000.0,4.0,3.0,5940,11533,2.0,0,4,3,4950,990,17,18,536305.2957746478,98065
1418,450800.0,4.0,3.25,2510,5311,2.0,0,0,3,2510,0,12,0,377040.96632902045,98056
1419,627000.0,3.0,3.5,2710,3475,2.0,0,0,3,1650,1060,16,0,596163.7474747486,98027
1420,495000.0,3.0,2.5,1750,1548,3.0,0,0,3,1750,0,8,98,556957.0433985672,98118
1421,310000.0,3.0,1.0,1430,19901,1.5,0,0,4,1430,0,94,0,447494.0404040303,98028
1422,550000.0,4.0,1.0,1660,34848,1.0,0,0,1,930,730,88,0,660759.1481777306,98052
1423,215000.0,2.0,1.0,1320,8865,1.0,0,0,4,1320,0,78,0,348947.2484985,98168
1424,799000.0,4.0,3.0,2580,209523,2.0,0,0,3,2580,0,37,0,660759.1481777306,98053
1425,630000.0,4.0,2.5,2740,43101,2.0,0,0,3,2740,0,28,0,609565.0217391305,98077
1426,267000.0,3.0,2.5,2495,4400,2.0,0,0,3,2495,0,14,0,289887.70398969593,98001
1427,900000.0,6.0,2.75,2300,24773,1.5,0,0,4,2300,0,71,36,1010374.806584358,98040
1428,365000.0,3.0,1.5,1300,12240,1.0,0,0,3,1300,0,58,13,447494.0404040303,98028
1429,544500.0,4.0,2.5,2230,10414,1.0,0,0,5,1450,780,47,0,596163.7474747486,98075
1430,599000.0,4.0,2.75,2020,2750,1.0,0,0,3,1010,1010,104,7,556957.0433985672,98122
1431,815000.0,4.0,2.25,2000,3800,2.0,0,0,3,2000,0,20,0,556957.0433985672,98115
1432,254000.0,2.0,1.0,1060,8187,1.0,0,0,4,1060,0,69,0,420392.3640469756,98133
1433,740000.0,2.0,1.75,2080,4800,1.0,0,0,5,1080,1000,98,0,556957.0433985672,98117
1434,225000.0,3.0,2.0,2030,24829,1.0,0,0,4,1220,810,42,0,299340.44276556815,98001
1435,925000.0,3.0,2.5,2690,7000,2.0,0,0,5,1840,850,78,0,556957.0433985672,98115
1436,1285000.0,4.0,2.5,3240,10800,1.0,0,0,3,2260,980,75,0,556957.0433985672,98105
1437,537000.0,3.0,2.5,1550,12920,2.0,0,0,5,1550,0,22,0,627816.9280368324,98033
1438,335000.0,4.0,2.0,1480,3132,1.0,0,0,5,740,740,111,0,556957.0433985672,98108
